datetime,temp,humidity,precip,windgust,windspeed,cloudcover,visibility,solarradiation,solarenergy,uvindex,city,tempmax,tempmin,feelslikemax,feelslikemin,feelslike,precipprob,snow,conditions
2019-01-01,8.8,76.3,0.0,21.2,16.5,22.3,15.6,76.7,6.400000000000001,4.0,Barcelona,,,,,,,,
2019-01-02,7.3,67.7,0.0,24.399999999999995,20.2,5.8,16.4,80.4,6.8,4.0,Barcelona,,,,,,,,
2019-01-03,5.8,72.7,0.0,20.5,17.9,5.599999999999999,15.0,79.5,6.8,4.0,Barcelona,,,,,,,,
2019-01-04,5.3,74.7,0.0,21.2,16.5,19.9,13.4,74.0,6.400000000000001,4.0,Barcelona,,,,,,,,
2019-01-05,6.8,66.9,0.0,25.899999999999995,16.8,11.300000000000002,13.1,81.9,7.0,4.0,Barcelona,,,,,,,,
2019-01-06,9.4,49.0,0.0,48.20000000000001,20.3,6.0,16.4,86.40000000000002,7.3,4.0,Barcelona,,,,,,,,
2019-01-07,7.5,58.20000000000001,0.0,24.8,15.6,28.3,15.4,80.6,7.0,4.0,Barcelona,,,,,,,,
2019-01-08,6.5,66.3,0.0,37.1,18.6,31.2,13.4,86.2,7.400000000000001,4.0,Barcelona,,,,,,,,
2019-01-09,8.5,68.9,0.0,35.3,26.5,13.4,15.199999999999998,83.7,7.099999999999999,4.0,Barcelona,,,,,,,,
2019-01-10,6.400000000000001,51.4,0.0,33.8,25.8,12.4,16.2,87.8,7.599999999999999,4.0,Barcelona,,,,,,,,
2019-01-11,3.8,55.4,0.0,22.7,13.4,2.3,16.3,89.40000000000002,7.7,4.0,Barcelona,,,,,,,,
2019-01-12,5.3,63.0,0.0,26.600000000000005,15.199999999999998,1.0,15.9,85.8,7.400000000000001,4.0,Barcelona,,,,,,,,
2019-01-13,7.7,69.1,0.0,25.600000000000005,14.699999999999998,17.8,15.6,79.2,6.900000000000001,4.0,Barcelona,,,,,,,,
2019-01-14,10.9,67.5,0.0,25.899999999999995,18.8,42.5,16.3,54.70000000000001,4.7,3.0,Barcelona,,,,,,,,
2019-01-15,8.1,79.5,0.0,42.5,16.1,5.900000000000001,14.300000000000002,90.8,7.7,4.0,Barcelona,,,,,,,,
2019-01-16,8.4,83.6,0.0,34.9,20.3,42.0,11.199999999999998,57.1,4.8,3.0,Barcelona,,,,,,,,
2019-01-17,9.6,78.7,5.0,24.100000000000005,16.6,50.1,10.0,67.0,5.8,3.0,Barcelona,,,,,,,,
2019-01-18,7.0,80.6,6.645,46.4,16.4,52.5,11.5,33.5,3.0,1.0,Barcelona,,,,,,,,
2019-01-19,6.5,77.0,0.0,19.1,14.9,31.0,11.5,95.7,8.3,4.0,Barcelona,,,,,,,,
2019-01-20,7.3,89.09999999999998,26.81,43.0,27.8,58.4,9.3,23.5,2.0,1.0,Barcelona,,,,,,,,
2019-01-21,6.400000000000001,81.6,0.0,21.2,11.6,18.2,12.5,94.2,8.1,5.0,Barcelona,,,,,,,,
2019-01-22,5.3,69.5,0.0,24.2,16.7,33.5,15.5,103.40000000000002,9.0,5.0,Barcelona,,,,,,,,
2019-01-23,7.400000000000001,69.0,0.002,38.9,23.3,35.0,16.6,69.3,5.900000000000001,4.0,Barcelona,,,,,,,,
2019-01-24,7.8,38.6,0.0,51.70000000000001,27.2,7.0,17.2,39.8,3.5,2.0,Barcelona,,,,,,,,
2019-01-25,6.7,54.79999999999999,0.0,33.5,14.5,6.3,15.699999999999998,107.0,9.3,5.0,Barcelona,,,,,,,,
2019-01-26,9.3,75.3,0.0,35.3,18.8,14.1,15.699999999999998,112.5,9.8,5.0,Barcelona,,,,,,,,
2019-01-27,9.5,67.4,0.0,52.70000000000001,27.7,22.7,15.1,111.2,9.6,5.0,Barcelona,,,,,,,,
2019-01-28,9.1,58.1,0.0,59.0,28.899999999999995,15.5,16.9,117.09999999999998,10.1,5.0,Barcelona,,,,,,,,
2019-01-29,7.3,72.9,0.0,35.1,18.4,32.9,15.699999999999998,33.6,3.0,1.0,Barcelona,,,,,,,,
2019-01-30,9.2,56.20000000000001,0.0,42.1,31.600000000000005,23.5,17.3,122.59999999999998,10.6,5.0,Barcelona,,,,,,,,
2019-01-31,11.0,66.4,0.0,46.4,25.399999999999995,39.6,15.6,89.8,7.599999999999999,4.0,Barcelona,,,,,,,,
2019-02-01,13.0,72.6,0.388,56.0,29.3,34.4,12.5,76.0,6.5,5.0,Barcelona,,,,,,,,
2019-02-02,9.0,58.0,0.791,46.4,20.4,28.600000000000005,16.7,86.0,7.400000000000001,5.0,Barcelona,,,,,,,,
2019-02-03,8.2,30.0,0.0,47.0,20.9,10.699999999999998,17.7,133.7,11.6,5.0,Barcelona,,,,,,,,
2019-02-04,6.8,45.4,0.0,31.7,14.9,12.699999999999998,17.3,135.8,11.9,5.0,Barcelona,,,,,,,,
2019-02-05,9.8,66.3,0.0,22.7,16.3,27.100000000000005,15.5,131.6,11.300000000000002,6.0,Barcelona,,,,,,,,
2019-02-06,10.1,80.4,0.0,40.7,15.5,3.7000000000000006,11.9,126.59999999999998,11.0,5.0,Barcelona,,,,,,,,
2019-02-07,9.6,85.3,0.0,18.8,11.5,29.5,8.0,98.3,8.6,5.0,Barcelona,,,,,,,,
2019-02-08,10.2,83.0,0.0,37.0,23.399999999999995,29.899999999999995,8.8,126.2,11.0,5.0,Barcelona,,,,,,,,
2019-02-09,10.4,82.0,0.0,18.2,12.0,15.4,7.400000000000001,130.9,11.1,5.0,Barcelona,,,,,,,,
2019-02-10,12.4,68.5,0.0,46.4,26.600000000000005,28.399999999999995,11.9,88.90000000000002,7.7,4.0,Barcelona,,,,,,,,
2019-02-11,11.6,66.6,0.0,26.3,16.9,35.1,15.199999999999998,100.7,8.8,5.0,Barcelona,,,,,,,,
2019-02-12,9.6,68.2,0.0,27.899999999999995,22.5,10.0,15.199999999999998,146.4,12.6,6.0,Barcelona,,,,,,,,
2019-02-13,8.3,72.5,0.0,37.3,16.1,3.1,14.800000000000002,145.3,12.6,6.0,Barcelona,,,,,,,,
2019-02-14,7.900000000000001,77.1,0.0,26.8,20.4,15.199999999999998,12.6,147.0,12.699999999999998,6.0,Barcelona,,,,,,,,
2019-02-15,7.900000000000001,74.8,0.0,26.2,19.7,0.4000000000000001,13.0,152.4,13.1,6.0,Barcelona,,,,,,,,
2019-02-16,8.2,69.4,0.0,44.6,13.5,0.3,15.0,152.4,13.1,6.0,Barcelona,,,,,,,,
2019-02-17,7.900000000000001,73.3,0.0,19.8,14.699999999999998,21.3,14.6,145.2,12.199999999999998,6.0,Barcelona,,,,,,,,
2019-02-18,9.4,81.8,0.0,19.4,14.800000000000002,35.2,10.9,148.2,12.800000000000002,6.0,Barcelona,,,,,,,,
2019-02-19,10.4,79.3,0.0,22.7,16.8,39.1,11.800000000000002,124.8,11.0,6.0,Barcelona,,,,,,,,
2019-02-20,11.300000000000002,72.9,0.0,19.1,14.300000000000002,53.70000000000001,12.5,95.3,8.2,4.0,Barcelona,,,,,,,,
2019-02-21,9.2,81.0,0.0,27.5,21.3,5.7,10.6,157.3,13.699999999999998,6.0,Barcelona,,,,,,,,
2019-02-22,12.4,67.1,0.0,33.5,18.8,0.0,9.5,159.4,13.800000000000002,6.0,Barcelona,,,,,,,,
2019-02-23,12.6,66.2,0.0,28.8,20.3,0.8000000000000002,11.4,156.6,13.300000000000002,6.0,Barcelona,,,,,,,,
2019-02-24,10.6,76.4,0.0,21.2,15.5,5.599999999999999,11.0,159.6,13.699999999999998,6.0,Barcelona,,,,,,,,
2019-02-25,10.4,77.7,0.0,24.600000000000005,18.0,3.9,11.0,154.6,13.1,6.0,Barcelona,,,,,,,,
2019-02-26,11.6,70.3,0.0,20.6,13.1,4.5,11.800000000000002,169.0,14.6,6.0,Barcelona,,,,,,,,
2019-02-27,11.9,75.4,0.0,22.3,16.6,11.0,10.4,163.3,13.9,6.0,Barcelona,,,,,,,,
2019-02-28,12.4,73.5,0.0,18.4,12.699999999999998,10.6,9.6,157.3,13.5,6.0,Barcelona,,,,,,,,
2019-03-01,11.6,78.3,0.0,27.0,19.3,22.2,9.8,136.4,11.9,6.0,Barcelona,,,,,,,,
2019-03-02,12.800000000000002,78.1,0.0,29.600000000000005,21.1,37.9,9.6,161.4,14.0,6.0,Barcelona,,,,,,,,
2019-03-03,13.4,70.0,0.0,36.0,22.600000000000005,33.7,11.1,168.5,14.6,6.0,Barcelona,,,,,,,,
2019-03-04,15.6,59.4,0.0,36.0,30.3,28.0,13.9,146.7,12.6,6.0,Barcelona,,,,,,,,
2019-03-05,12.699999999999998,72.3,0.0,24.8,19.7,31.8,12.300000000000002,154.9,13.300000000000002,6.0,Barcelona,,,,,,,,
2019-03-06,12.300000000000002,86.0,0.208,38.9,16.1,56.4,10.0,56.1,4.9,2.0,Barcelona,,,,,,,,
2019-03-07,13.699999999999998,55.4,0.087,38.1,22.8,16.9,16.3,173.1,14.9,6.0,Barcelona,,,,,,,,
2019-03-08,11.4,65.7,0.0,40.7,15.0,15.5,16.1,182.6,15.800000000000002,6.0,Barcelona,,,,,,,,
2019-03-09,12.300000000000002,65.9,0.0,26.8,20.2,27.100000000000005,14.699999999999998,185.2,16.0,6.0,Barcelona,,,,,,,,
2019-03-10,14.0,71.2,0.0,25.2,17.3,11.0,14.0,184.6,15.9,6.0,Barcelona,,,,,,,,
2019-03-11,13.6,78.3,0.0,36.0,26.899999999999995,42.1,12.0,147.9,12.9,6.0,Barcelona,,,,,,,,
2019-03-12,13.300000000000002,78.2,0.0,43.20000000000001,27.2,41.9,11.4,170.69999999999996,14.800000000000002,7.0,Barcelona,,,,,,,,
2019-03-13,11.6,82.6,0.093,33.8,25.100000000000005,35.4,10.699999999999998,73.4,6.099999999999999,5.0,Barcelona,,,,,,,,
2019-03-14,12.0,61.5,0.002,32.8,24.2,35.9,16.0,180.30000000000004,15.5,7.0,Barcelona,,,,,,,,
2019-03-15,13.5,58.1,0.0,25.3,18.8,1.2,16.1,201.7,17.5,7.0,Barcelona,,,,,,,,
2019-03-16,13.300000000000002,73.9,0.0,33.8,27.3,19.2,11.699999999999998,204.0,17.7,7.0,Barcelona,,,,,,,,
2019-03-17,12.800000000000002,76.4,0.0,40.5,32.1,24.3,11.699999999999998,166.5,14.4,6.0,Barcelona,,,,,,,,
2019-03-18,11.4,59.4,0.037,26.600000000000005,15.199999999999998,22.3,15.9,206.80000000000004,17.9,7.0,Barcelona,,,,,,,,
2019-03-19,11.4,63.70000000000001,0.524,27.399999999999995,18.2,33.9,15.9,155.0,13.4,7.0,Barcelona,,,,,,,,
2019-03-20,10.9,62.5,0.087,35.2,27.7,24.399999999999995,16.1,212.7,18.3,7.0,Barcelona,,,,,,,,
2019-03-21,10.800000000000002,57.4,0.0,37.1,30.8,5.400000000000001,15.5,213.2,18.6,7.0,Barcelona,,,,,,,,
2019-03-22,12.699999999999998,49.9,0.0,28.399999999999995,22.0,10.699999999999998,14.800000000000002,208.1,17.9,7.0,Barcelona,,,,,,,,
2019-03-23,14.4,45.29999999999999,0.0,30.100000000000005,18.5,18.7,15.800000000000002,220.80000000000004,19.2,7.0,Barcelona,,,,,,,,
2019-03-24,15.300000000000002,44.79999999999999,0.0,21.600000000000005,14.9,11.699999999999998,16.7,216.30000000000004,18.7,7.0,Barcelona,,,,,,,,
2019-03-25,15.0,56.6,0.0,36.7,27.7,9.8,15.4,213.2,18.4,7.0,Barcelona,,,,,,,,
2019-03-26,13.699999999999998,53.29999999999999,0.0,39.3,26.5,11.300000000000002,14.0,223.5,19.4,7.0,Barcelona,,,,,,,,
2019-03-27,11.4,57.6,0.0,30.600000000000005,22.600000000000005,2.6,15.5,221.9,19.1,7.0,Barcelona,,,,,,,,
2019-03-28,11.699999999999998,63.20000000000001,0.0,31.0,17.3,3.0,16.1,221.30000000000004,19.2,7.0,Barcelona,,,,,,,,
2019-03-29,12.199999999999998,61.6,0.0,26.3,19.8,9.5,16.3,222.2,19.1,7.0,Barcelona,,,,,,,,
2019-03-30,11.4,69.1,0.0,28.100000000000005,19.1,29.399999999999995,15.5,224.4,19.6,7.0,Barcelona,,,,,,,,
2019-03-31,12.699999999999998,73.3,0.0,37.8,31.2,50.4,14.699999999999998,154.2,12.800000000000002,6.0,Barcelona,,,,,,,,
2019-04-01,13.9,60.5,0.0,27.0,18.1,24.399999999999995,15.4,214.6,18.6,7.0,Barcelona,,,,,,,,
2019-04-02,14.199999999999998,72.4,0.0,38.0,28.8,29.2,13.0,179.5,15.5,7.0,Barcelona,,,,,,,,
2019-04-03,13.9,81.8,4.321,34.2,20.3,60.29999999999999,11.5,128.8,11.199999999999998,7.0,Barcelona,,,,,,,,
2019-04-04,10.4,62.70000000000001,0.01,35.3,21.2,24.899999999999995,17.3,251.7,21.7,8.0,Barcelona,,,,,,,,
2019-04-05,10.9,77.3,1.745,42.1,27.399999999999995,47.70000000000001,13.9,125.8,10.9,6.0,Barcelona,,,,,,,,
2019-04-06,12.4,67.6,2.8540000000000005,45.0,26.899999999999995,34.5,16.5,216.5,18.7,8.0,Barcelona,,,,,,,,
2019-04-07,11.199999999999998,72.1,2.285,40.7,17.6,30.7,16.6,196.6,17.1,8.0,Barcelona,,,,,,,,
2019-04-08,12.699999999999998,75.2,0.0,37.1,26.0,35.2,15.800000000000002,221.6,19.0,8.0,Barcelona,,,,,,,,
2019-04-09,12.4,83.8,3.358,25.2,18.2,43.1,14.300000000000002,150.7,12.9,7.0,Barcelona,,,,,,,,
2019-04-10,12.4,73.9,0.695,31.899999999999995,23.0,34.2,16.3,168.3,14.6,7.0,Barcelona,,,,,,,,
2019-04-11,14.0,61.29999999999999,0.002,28.3,20.8,29.0,16.6,208.30000000000004,18.1,8.0,Barcelona,,,,,,,,
2019-04-12,14.4,62.29999999999999,0.0,32.0,20.7,45.4,15.4,258.7,22.3,8.0,Barcelona,,,,,,,,
2019-04-13,13.9,70.6,0.0,40.7,17.6,11.9,11.4,258.2,22.2,8.0,Barcelona,,,,,,,,
2019-04-14,12.6,74.5,0.0,33.8,21.5,37.0,13.4,197.2,16.9,7.0,Barcelona,,,,,,,,
2019-04-15,13.199999999999998,67.3,0.0,27.399999999999995,17.2,33.5,14.300000000000002,215.0,18.5,7.0,Barcelona,,,,,,,,
2019-04-16,13.800000000000002,72.3,0.182,24.8,16.3,36.9,15.0,223.9,19.2,8.0,Barcelona,,,,,,,,
2019-04-17,13.9,80.3,0.0,24.100000000000005,14.6,37.4,13.300000000000002,171.30000000000004,14.699999999999998,7.0,Barcelona,,,,,,,,
2019-04-18,15.5,72.2,0.0,57.6,43.29999999999999,39.4,15.1,125.0,10.800000000000002,5.0,Barcelona,,,,,,,,
2019-04-19,17.1,57.20000000000001,0.0,63.0,47.5,51.5,14.800000000000002,185.9,15.9,7.0,Barcelona,,,,,,,,
2019-04-20,16.7,50.20000000000001,0.095,53.29999999999999,39.0,51.29999999999999,16.5,56.29999999999999,4.9,2.0,Barcelona,,,,,,,,
2019-04-21,16.5,56.79999999999999,0.0,58.4,43.70000000000001,68.4,14.699999999999998,154.9,13.199999999999998,5.0,Barcelona,,,,,,,,
2019-04-22,16.7,58.6,0.9,60.1,34.7,74.7,12.4,42.3,3.5,2.0,Barcelona,,,,,,,,
2019-04-23,16.0,80.3,1.177,34.2,23.2,59.20000000000001,10.6,170.1,14.5,7.0,Barcelona,,,,,,,,
2019-04-24,15.6,67.5,0.0,55.4,31.899999999999995,31.2,14.800000000000002,231.7,19.8,8.0,Barcelona,,,,,,,,
2019-04-25,15.699999999999998,79.1,0.3979999999999999,42.5,21.0,64.0,11.1,102.8,8.9,3.0,Barcelona,,,,,,,,
2019-04-26,16.5,51.0,0.0,41.6,30.7,23.600000000000005,17.2,270.1,23.3,8.0,Barcelona,,,,,,,,
2019-04-27,14.5,67.7,0.0,27.399999999999995,20.1,25.0,16.1,267.5,23.0,8.0,Barcelona,,,,,,,,
2019-04-28,13.5,76.8,0.0,29.899999999999995,15.1,56.0,13.1,90.2,7.900000000000001,4.0,Barcelona,,,,,,,,
2019-04-29,15.6,76.0,0.0,33.6,21.3,54.6,11.800000000000002,139.3,12.0,6.0,Barcelona,,,,,,,,
2019-04-30,16.5,78.6,0.643,37.0,26.100000000000005,54.79999999999999,13.0,243.30000000000004,20.9,8.0,Barcelona,,,,,,,,
2019-05-01,16.6,74.8,0.0,36.8,29.7,32.1,14.1,275.3,23.899999999999995,8.0,Barcelona,,,,,,,,
2019-05-02,15.6,74.6,0.0,31.7,19.1,38.1,15.6,171.30000000000004,14.9,6.0,Barcelona,,,,,,,,
2019-05-03,13.300000000000002,85.7,33.581,28.0,19.2,71.4,9.7,25.0,2.3,1.0,Barcelona,,,,,,,,
2019-05-04,14.0,74.8,0.0,40.7,26.7,22.3,14.699999999999998,296.3,25.399999999999995,9.0,Barcelona,,,,,,,,
2019-05-05,15.6,53.6,0.0,45.6,35.1,15.300000000000002,17.3,305.3,26.399999999999995,9.0,Barcelona,,,,,,,,
2019-05-06,14.300000000000002,62.5,0.0,46.4,33.9,28.7,16.4,283.0,24.399999999999995,9.0,Barcelona,,,,,,,,
2019-05-07,14.4,79.1,0.0,34.9,19.0,51.70000000000001,13.4,77.0,6.5,2.0,Barcelona,,,,,,,,
2019-05-08,18.3,79.6,0.0,40.7,27.3,52.6,9.0,191.5,16.4,8.0,Barcelona,,,,,,,,
2019-05-09,17.2,70.9,0.04,34.3,23.5,32.8,13.800000000000002,272.2,23.600000000000005,8.0,Barcelona,,,,,,,,
2019-05-10,18.0,67.9,0.462,23.8,14.9,30.3,15.1,272.0,23.5,8.0,Barcelona,,,,,,,,
2019-05-11,17.8,76.1,0.0,33.5,20.1,46.70000000000001,13.699999999999998,230.4,19.9,8.0,Barcelona,,,,,,,,
2019-05-12,16.3,70.8,0.0,29.899999999999995,19.2,16.4,15.4,302.8,26.3,9.0,Barcelona,,,,,,,,
2019-05-13,16.2,63.79999999999999,0.0,33.9,21.2,12.9,16.3,293.6,25.3,9.0,Barcelona,,,,,,,,
2019-05-14,16.5,67.6,0.0,38.9,27.899999999999995,15.6,15.1,297.0,25.7,9.0,Barcelona,,,,,,,,
2019-05-15,15.6,67.7,0.0,100.40000000000002,39.3,15.1,14.0,273.3,23.5,8.0,Barcelona,,,,,,,,
2019-05-16,15.300000000000002,66.4,0.0,39.7,28.0,27.3,14.9,252.80000000000004,21.899999999999995,8.0,Barcelona,,,,,,,,
2019-05-17,14.9,83.4,28.455,39.4,28.899999999999995,53.0,12.1,79.9,6.900000000000001,6.0,Barcelona,,,,,,,,
2019-05-18,15.1,75.9,1.4430000000000005,39.3,29.600000000000005,51.4,15.199999999999998,203.30000000000004,17.5,7.0,Barcelona,,,,,,,,
2019-05-19,13.5,76.3,2.8029999999999995,26.0,19.1,37.0,16.4,211.5,18.2,8.0,Barcelona,,,,,,,,
2019-05-20,15.0,72.7,0.0,26.3,18.7,21.2,16.1,310.4,26.7,9.0,Barcelona,,,,,,,,
2019-05-21,16.4,74.1,0.0,34.5,24.600000000000005,24.600000000000005,12.300000000000002,316.9,27.399999999999995,9.0,Barcelona,,,,,,,,
2019-05-22,18.0,76.4,0.0,26.399999999999995,20.5,17.5,13.800000000000002,310.9,26.8,9.0,Barcelona,,,,,,,,
2019-05-23,18.4,73.9,0.0,30.600000000000005,23.8,21.399999999999995,14.800000000000002,287.9,24.8,9.0,Barcelona,,,,,,,,
2019-05-24,16.0,90.2,16.959,20.6,11.699999999999998,43.70000000000001,11.300000000000002,41.2,3.5,2.0,Barcelona,,,,,,,,
2019-05-25,17.4,82.8,5.699000000000001,23.8,13.5,47.4,13.699999999999998,120.90000000000002,10.5,6.0,Barcelona,,,,,,,,
2019-05-26,18.9,66.9,0.018,43.0,17.9,30.899999999999995,16.8,223.9,19.4,8.0,Barcelona,,,,,,,,
2019-05-27,18.6,68.0,0.0,35.6,26.7,25.8,16.9,308.5,26.8,9.0,Barcelona,,,,,,,,
2019-05-28,18.0,75.0,0.108,33.5,19.3,50.70000000000001,14.5,169.3,14.699999999999998,8.0,Barcelona,,,,,,,,
2019-05-29,18.0,67.2,0.0,37.0,27.2,29.3,15.300000000000002,351.1000000000001,29.899999999999995,9.0,Barcelona,,,,,,,,
2019-05-30,17.8,70.8,0.0,26.0,21.0,17.2,14.699999999999998,318.1,27.5,9.0,Barcelona,,,,,,,,
2019-05-31,19.8,60.5,0.0,33.9,25.899999999999995,1.3,15.9,317.1,27.7,9.0,Barcelona,,,,,,,,
2019-06-01,21.0,56.1,0.0,35.7,26.5,2.5,17.3,315.6,27.5,9.0,Barcelona,,,,,,,,
2019-06-02,21.0,55.79999999999999,0.0,41.6,27.100000000000005,6.3,16.7,311.8,27.0,9.0,Barcelona,,,,,,,,
2019-06-03,21.3,56.29999999999999,0.0,35.1,26.600000000000005,32.5,16.9,296.5,25.5,8.0,Barcelona,,,,,,,,
2019-06-04,20.9,63.9,0.0,30.7,19.0,20.9,16.7,315.7,27.3,8.0,Barcelona,,,,,,,,
2019-06-05,20.3,64.4,0.0,47.79999999999999,30.8,32.0,15.4,241.0,20.9,8.0,Barcelona,,,,,,,,
2019-06-06,18.7,74.6,0.0,32.0,20.1,32.2,13.199999999999998,288.7,24.8,8.0,Barcelona,,,,,,,,
2019-06-07,21.3,66.9,0.0,44.6,31.600000000000005,41.7,13.300000000000002,262.8,22.899999999999995,8.0,Barcelona,,,,,,,,
2019-06-08,20.0,51.20000000000001,0.0,36.4,24.899999999999995,14.4,16.2,304.5,26.2,8.0,Barcelona,,,,,,,,
2019-06-09,20.9,50.1,0.0,23.600000000000005,15.199999999999998,77.2,15.1,168.2,14.6,6.0,Barcelona,,,,,,,,
2019-06-10,21.899999999999995,60.29999999999999,0.0,33.5,25.100000000000005,27.8,14.6,285.8,24.899999999999995,8.0,Barcelona,,,,,,,,
2019-06-11,15.5,87.0,53.465,30.399999999999995,22.100000000000005,56.4,12.1,23.3,1.9,1.0,Barcelona,,,,,,,,
2019-06-12,16.1,75.8,0.002,34.6,22.7,30.0,13.699999999999998,329.1,28.399999999999995,9.0,Barcelona,,,,,,,,
2019-06-13,17.6,65.7,0.0,28.8,23.100000000000005,31.3,16.3,291.6,25.3,9.0,Barcelona,,,,,,,,
2019-06-14,21.2,54.79999999999999,0.0,54.1,29.600000000000005,34.1,15.1,227.30000000000004,19.5,8.0,Barcelona,,,,,,,,
2019-06-15,20.0,75.2,0.0,27.7,20.8,30.100000000000005,12.9,234.6,20.3,8.0,Barcelona,,,,,,,,
2019-06-16,20.7,69.5,0.0,67.7,24.7,26.3,15.4,302.7,26.2,9.0,Barcelona,,,,,,,,
2019-06-17,21.8,62.5,0.0,33.8,25.5,13.5,15.5,310.8,26.7,9.0,Barcelona,,,,,,,,
2019-06-18,22.399999999999995,59.1,0.0,35.5,26.100000000000005,13.9,15.0,309.7,26.7,9.0,Barcelona,,,,,,,,
2019-06-19,21.600000000000005,70.4,0.0,30.600000000000005,22.600000000000005,28.8,15.4,309.0,26.5,8.0,Barcelona,,,,,,,,
2019-06-20,21.899999999999995,76.9,0.0,38.9,20.3,32.0,13.199999999999998,266.9,23.100000000000005,8.0,Barcelona,,,,,,,,
2019-06-21,22.7,69.5,0.0,23.399999999999995,14.800000000000002,30.600000000000005,15.800000000000002,285.2,24.399999999999995,8.0,Barcelona,,,,,,,,
2019-06-22,23.3,64.3,0.0,41.5,28.3,28.8,16.3,287.6,25.0,8.0,Barcelona,,,,,,,,
2019-06-23,24.0,68.8,0.0,35.3,25.8,29.8,14.699999999999998,302.7,26.0,9.0,Barcelona,,,,,,,,
2019-06-24,24.100000000000005,62.5,0.0,38.2,25.399999999999995,18.6,13.6,288.4,24.899999999999995,8.0,Barcelona,,,,,,,,
2019-06-25,24.899999999999995,66.9,0.0,36.4,26.2,31.5,13.5,291.9,25.3,8.0,Barcelona,,,,,,,,
2019-06-26,27.7,49.79999999999999,0.0,37.4,24.3,1.6000000000000003,15.300000000000002,295.3,25.399999999999995,8.0,Barcelona,,,,,,,,
2019-06-27,27.2,49.20000000000001,0.0,23.0,12.699999999999998,0.0,16.0,300.4,26.0,8.0,Barcelona,,,,,,,,
2019-06-28,28.899999999999995,44.6,0.0,31.0,29.899999999999995,3.6,15.6,301.8,26.2,8.0,Barcelona,,,,,,,,
2019-06-29,29.0,45.29999999999999,0.0,27.7,18.9,4.9,15.300000000000002,297.5,25.600000000000005,8.0,Barcelona,,,,,,,,
2019-06-30,26.100000000000005,70.6,0.0,28.100000000000005,16.3,23.899999999999995,10.0,275.0,23.7,8.0,Barcelona,,,,,,,,
2019-07-01,25.5,76.7,0.0,28.399999999999995,20.8,15.199999999999998,9.7,262.3,22.600000000000005,8.0,Barcelona,,,,,,,,
2019-07-02,26.2,69.4,0.0,27.0,17.9,11.199999999999998,13.6,293.6,25.3,8.0,Barcelona,,,,,,,,
2019-07-03,26.7,64.6,0.0,29.899999999999995,15.699999999999998,18.3,14.800000000000002,288.9,25.0,8.0,Barcelona,,,,,,,,
2019-07-04,26.600000000000005,61.79999999999999,0.0,28.399999999999995,17.6,8.2,15.6,323.0,28.2,8.0,Barcelona,,,,,,,,
2019-07-05,27.2,65.8,0.0,33.5,23.0,5.5,13.0,339.8,29.5,8.0,Barcelona,,,,,,,,
2019-07-06,27.399999999999995,69.4,0.575,37.1,26.3,26.0,12.5,187.80000000000004,16.2,8.0,Barcelona,,,,,,,,
2019-07-07,27.2,75.2,2.534,27.399999999999995,16.9,36.9,10.699999999999998,105.8,9.1,7.0,Barcelona,,,,,,,,
2019-07-08,26.100000000000005,69.6,5.064,42.6,21.8,39.9,12.6,80.9,7.0,4.0,Barcelona,,,,,,,,
2019-07-09,24.600000000000005,67.3,0.223,46.29999999999999,22.8,38.4,15.300000000000002,203.0,17.3,7.0,Barcelona,,,,,,,,
2019-07-10,25.5,62.79999999999999,0.0,31.7,25.8,11.5,15.800000000000002,301.1,25.899999999999995,8.0,Barcelona,,,,,,,,
2019-07-11,26.399999999999995,63.5,0.0,43.1,31.3,6.2,15.0,297.9,25.600000000000005,8.0,Barcelona,,,,,,,,
2019-07-12,26.100000000000005,72.4,0.0,29.2,23.2,17.6,15.9,290.5,25.2,8.0,Barcelona,,,,,,,,
2019-07-13,26.5,66.0,0.0,29.7,24.5,24.2,15.6,271.3,23.399999999999995,8.0,Barcelona,,,,,,,,
2019-07-14,25.2,64.8,2.309,34.9,26.7,31.0,16.0,162.5,14.1,6.0,Barcelona,,,,,,,,
2019-07-15,25.3,66.7,0.0,35.0,25.399999999999995,32.2,15.699999999999998,260.5,22.5,8.0,Barcelona,,,,,,,,
2019-07-16,25.5,63.29999999999999,0.0,42.5,28.600000000000005,14.1,15.699999999999998,301.2,26.100000000000005,8.0,Barcelona,,,,,,,,
2019-07-17,24.8,72.4,8.569,48.5,24.399999999999995,32.5,15.5,200.5,17.2,8.0,Barcelona,,,,,,,,
2019-07-18,24.7,69.5,0.002,33.1,18.9,32.6,16.2,278.2,23.8,8.0,Barcelona,,,,,,,,
2019-07-19,25.600000000000005,74.1,0.0,33.1,16.7,23.7,15.1,325.8,28.0,8.0,Barcelona,,,,,,,,
2019-07-20,26.2,73.0,0.0,34.2,16.9,16.7,15.1,278.3,24.2,8.0,Barcelona,,,,,,,,
2019-07-21,26.3,71.9,0.0,26.600000000000005,16.5,26.899999999999995,15.0,277.6,24.0,8.0,Barcelona,,,,,,,,
2019-07-22,26.899999999999995,66.1,0.0,29.5,16.3,12.0,15.5,285.2,24.7,8.0,Barcelona,,,,,,,,
2019-07-23,27.600000000000005,63.4,0.0,31.399999999999995,24.2,0.4000000000000001,15.199999999999998,291.8,25.399999999999995,9.0,Barcelona,,,,,,,,
