date,country,n,score
2019-08-06,Sweden,6224,0.57931116468509
2019-08-07,Sweden,6071,0.5901143279525614
2019-08-08,Sweden,6821,0.5842942357425598
2019-08-09,Sweden,7073,0.5906914340449597
2019-08-10,Sweden,6772,0.5963165221500295
2019-08-11,Sweden,6389,0.5862414524964783
2019-08-12,Sweden,5984,0.5861637690508021
2019-08-13,Sweden,6750,0.5836872660740741
2019-08-14,Sweden,6544,0.5954596178178484
2019-08-15,Sweden,6692,0.5877682571727435
2019-08-16,Sweden,7166,0.5927441819704159
2019-08-17,Sweden,7093,0.596313584096997
2019-08-18,Sweden,6345,0.5936030609929077
2019-08-19,Sweden,5846,0.5890882199794731
2019-08-20,Sweden,6022,0.5858350780471604
2019-08-21,Sweden,6298,0.5898470419180692
2019-08-22,Sweden,6112,0.58654135013089
2019-08-23,Sweden,6475,0.5851319938223938
2019-08-24,Sweden,6856,0.5945185810968495
2019-08-25,Sweden,6555,0.5814071401983218
2019-08-26,Sweden,6251,0.5754118563429851
2019-08-27,Sweden,6273,0.586148733939104
2019-08-28,Sweden,6797,0.5854049536560247
2019-08-29,Sweden,6409,0.5849980906537681
2019-08-30,Sweden,6866,0.5965227365278182
2019-08-31,Sweden,6451,0.5935400503797862
2019-09-01,Sweden,6812,0.5783622798003523
2019-09-02,Sweden,5926,0.5781644681066487
2019-09-03,Sweden,5852,0.581279161825017
2019-09-04,Sweden,5488,0.5910871086005831
2019-09-05,Sweden,6145,0.5891664146460537
2019-09-06,Sweden,6536,0.5968438743880049
2019-09-07,Sweden,6183,0.5873713482128416
2019-09-08,Sweden,6030,0.5810135097844114
2019-09-09,Sweden,5531,0.5856949500994395
2019-09-10,Sweden,6010,0.5900310747088185
2019-09-11,Sweden,5846,0.5924543108108107
2019-09-12,Sweden,5419,0.604389159254475
2019-09-13,Sweden,6702,0.5997968654133095
2019-09-14,Sweden,6701,0.6039607340695419
2019-09-15,Sweden,5803,0.5895732734792349
2019-09-16,Sweden,5889,0.5922716299881134
2019-09-17,Sweden,6221,0.5903778043722874
2019-09-18,Sweden,6175,0.6011231047773279
2019-09-19,Sweden,4813,0.6056318657801786
2019-09-20,Sweden,6598,0.6001597635647166
2019-09-21,Sweden,6820,0.6016249840175953
2019-09-22,Sweden,6031,0.593888208754767
2019-09-23,Sweden,5798,0.59237710348396
2019-09-24,Sweden,6105,0.5872360342342343
2019-09-25,Sweden,6403,0.5866398449164455
2019-09-26,Sweden,6176,0.5913207103303109
2019-09-27,Sweden,6566,0.6072769422784039
2019-09-28,Sweden,6564,0.589339638939671
2019-09-29,Sweden,6336,0.5958694376578283
2019-09-30,Sweden,6054,0.5934930328708292
2019-10-01,Sweden,5824,0.5848881332417581
2019-10-02,Sweden,5473,0.5929713805956514
2019-10-03,Sweden,7287,0.5851562907918211
2019-10-04,Sweden,6560,0.6070103335365854
2019-10-05,Sweden,7273,0.5911697151106834
2019-10-06,Sweden,6433,0.5809275888387999
2019-10-07,Sweden,5777,0.5855307947031332
2019-10-08,Sweden,5919,0.5863486293292786
2019-10-09,Sweden,6256,0.5783081587276215
2019-10-10,Sweden,6736,0.5843582844418053
2019-10-11,Sweden,6952,0.5989064920886076
2019-10-12,Sweden,6900,0.581422301884058
2019-10-13,Sweden,6199,0.5744873206968866
2019-10-14,Sweden,5966,0.5765426342608112
2019-10-15,Sweden,6603,0.5792600995002272
2019-10-16,Sweden,6272,0.584999610809949
2019-10-17,Sweden,6399,0.5764615011720581
2019-10-18,Sweden,6902,0.588591815560707
2019-10-19,Sweden,7014,0.5925433589962931
2019-10-20,Sweden,6639,0.5799611796957372
2019-10-21,Sweden,6092,0.5714221996060407
2019-10-22,Sweden,5893,0.5849761571355846
2019-10-23,Sweden,6099,0.5906800336120676
2019-10-24,Sweden,6341,0.5801866459548967
2019-10-25,Sweden,6247,0.5980604019529374
2019-10-26,Sweden,6158,0.5833132590126664
2019-10-27,Sweden,6621,0.5730678992599305
2019-10-28,Sweden,6143,0.5762191339736286
2019-10-29,Sweden,6033,0.5844522358693851
2019-10-30,Sweden,5994,0.5944737102102101
2019-10-31,Sweden,6355,0.5920390528717545
2019-11-01,Sweden,7075,0.6026692038162546
2019-11-02,Sweden,7854,0.5883702067736185
2019-11-03,Sweden,6121,0.5901213501061918
2019-11-04,Sweden,5957,0.58293403777069
2019-11-05,Sweden,6094,0.5741452302264523
2019-11-06,Sweden,6332,0.5838270780164244
2019-11-07,Sweden,6323,0.5948569017871265
2019-11-08,Sweden,6766,0.5917210682825894
2019-11-09,Sweden,7068,0.5886107491511036
2019-11-10,Sweden,6294,0.5867730258976803
2019-11-11,Sweden,5915,0.5906007509721048
2019-11-12,Sweden,5799,0.5936759946542507
2019-11-13,Sweden,6325,0.5864777399209486
2019-11-14,Sweden,6477,0.5813872465647676
2019-11-15,Sweden,1711,0.596387700175336
2019-11-17,Sweden,5673,0.5812824041953112
2019-11-18,Sweden,6007,0.5781370875645081
2019-11-19,Sweden,6136,0.5815970653520208
2019-11-20,Sweden,3591,0.5839591317181844
2019-11-21,Sweden,4625,0.5859847641081081
2019-11-22,Sweden,6867,0.5905523001310615
2019-11-23,Sweden,6588,0.5877318594414086
2019-11-24,Sweden,5780,0.5817534643598615
2019-11-25,Sweden,5814,0.5793688173374613
2019-11-26,Sweden,6251,0.5881343725803871
2019-11-27,Sweden,6804,0.5777158586125808
2019-11-28,Sweden,6640,0.5866309524096386
2019-11-29,Sweden,7378,0.5876696046354025
2019-11-30,Sweden,6817,0.5892692797418219
2019-12-01,Sweden,6127,0.5976474831075568
2019-12-02,Sweden,5842,0.5814104584046559
2019-12-03,Sweden,5912,0.5898179355548038
2019-12-04,Sweden,6109,0.5939072033065969
2019-12-05,Sweden,7430,0.5934539084791386
2019-12-06,Sweden,6503,0.6015587385821929
2019-12-07,Sweden,6750,0.5993525838518519
2019-12-08,Sweden,5811,0.5855579273791086
2019-12-09,Sweden,5962,0.5859718799060718
2019-12-10,Sweden,6200,0.5906987351612902
2019-12-11,Sweden,5799,0.5963310877737541
2019-12-12,Sweden,6114,0.596206416584887
2019-12-13,Sweden,6621,0.5966968725268086
2019-12-14,Sweden,5931,0.586945912156466
2019-12-15,Sweden,5894,0.5803561428571428
2019-12-16,Sweden,5996,0.5832703115410274
2019-12-17,Sweden,6150,0.583730116097561
2019-12-18,Sweden,6563,0.587311158007009
2019-12-19,Sweden,6346,0.588163279073432
2019-12-20,Sweden,6734,0.6034856303831304
2019-12-21,Sweden,6437,0.5942216972192015
2019-12-22,Sweden,5935,0.5906046990732939
2019-12-23,Sweden,6121,0.6040503295213201
2019-12-24,Sweden,5704,0.6640158795582047
2019-12-25,Sweden,4976,0.6098248882636657
2019-12-26,Sweden,5894,0.580169278588395
2019-12-27,Sweden,5845,0.5742230547476476
2019-12-28,Sweden,6496,0.5804616781096059
2019-12-29,Sweden,6092,0.5737117019041366
2019-12-30,Sweden,6854,0.5823202300846222
2019-12-31,Sweden,6886,0.6405431662794075
2023-01-01,Sweden,9187,0.6357439218460869
2023-01-02,Sweden,7665,0.5845055435094586
2023-01-03,Sweden,3893,0.5872389761109684
2023-01-04,Sweden,5310,0.5837903998116761
2023-01-05,Sweden,4070,0.5767032012285013
2023-01-06,Sweden,8604,0.5857240707810321
2023-01-07,Sweden,8040,0.5811669243781095
2023-01-08,Sweden,8874,0.5782200954473744
2023-01-09,Sweden,6391,0.5786821591300265
2023-01-10,Sweden,5625,0.5624892353777777
2023-01-11,Sweden,5503,0.5865395907686716
2023-01-12,Sweden,7746,0.5877390738445649
2023-01-13,Sweden,6465,0.5993731682907966
2023-01-14,Sweden,8923,0.5905110856214278
2023-01-15,Sweden,4464,0.586692333781362
2023-01-16,Sweden,7766,0.5781853893896471
2023-01-17,Sweden,6233,0.5737990513396439
2023-01-18,Sweden,5522,0.5766293444404201
2023-01-19,Sweden,6626,0.5737384225777241
2023-01-20,Sweden,5985,0.5984832045112781
2023-01-21,Sweden,4837,0.5842754661980567
2023-01-22,Sweden,10353,0.5833563403844296
2023-01-23,Sweden,6489,0.5791326489443674
2023-01-24,Sweden,8321,0.5798477678163683
2023-01-25,Sweden,5948,0.5770440929724276
2023-01-26,Sweden,4839,0.5813507048977061
2023-01-27,Sweden,4877,0.5917188474472012
2023-01-28,Sweden,10194,0.5829680184422209
2023-01-29,Sweden,4065,0.5898602708487085
2023-01-30,Sweden,9734,0.5776216357098829
2023-01-31,Sweden,8540,0.5779257605386416
2023-02-01,Sweden,9086,0.5924580762711864
2023-02-02,Sweden,10073,0.5919224690757471
2023-02-03,Sweden,7440,0.5915737595430107
2023-02-04,Sweden,8920,0.5870586255605381
2023-02-05,Sweden,10846,0.5856158146782223
2023-02-06,Sweden,3645,0.5763943127572017
2023-02-07,Sweden,4522,0.5742916415302963
2023-02-08,Sweden,5505,0.5739434092643051
2023-02-09,Sweden,6987,0.5776638713324745
2023-02-10,Sweden,4145,0.5983268494571774
2023-02-11,Sweden,7664,0.5968066116910229
2023-02-12,Sweden,3882,0.5914984240082433
2023-02-13,Sweden,3584,0.586651134765625
2023-02-14,Sweden,5589,0.5948886163893362
2023-02-15,Sweden,5113,0.5882886203794251
2023-02-16,Sweden,8575,0.5886947272303206
2023-02-17,Sweden,9366,0.5841908928037582
2023-02-18,Sweden,8806,0.5861476721553487
2023-02-19,Sweden,10140,0.5901732784023669
2023-02-20,Sweden,3398,0.582988365509123
2023-02-21,Sweden,5469,0.586292457304809
2023-02-22,Sweden,5775,0.5861574902164502
2023-02-23,Sweden,8761,0.5871132543088688
2023-02-24,Sweden,3897,0.593918410572235
2023-02-25,Sweden,5118,0.5912261864009378
2023-02-26,Sweden,4027,0.5929225875341445
2023-02-27,Sweden,8280,0.5806882300724638
2023-02-28,Sweden,5814,0.5829249169246645
2023-03-01,Sweden,9742,0.5907136113734346
2023-03-02,Sweden,4076,0.5799409516683023
2023-03-03,Sweden,7545,0.5972657790589794
2023-03-04,Sweden,4241,0.5905713666588069
2023-03-05,Sweden,9272,0.5817984559965488
2023-03-06,Sweden,6376,0.5829491152760352
2023-03-07,Sweden,6185,0.5803571128536782
2023-03-09,Sweden,6594,0.5877189273582044
2023-03-10,Sweden,7313,0.6046278825379462
2023-03-11,Sweden,5686,0.5930321039395006
2023-03-12,Sweden,4882,0.5788678287587055
2023-03-13,Sweden,8758,0.5718587274491893
2023-03-14,Sweden,3871,0.5812700377163524
2023-03-15,Sweden,1841,0.6114521368821293
2023-03-20,Sweden,12618,0.5867698510857505
2023-03-21,Sweden,3015,0.582965248092869
2023-03-22,Sweden,4577,0.5799536159056151
2023-04-04,Sweden,1803,0.5841672113144759
2023-04-05,Sweden,4484,0.5776721975914362
2023-04-06,Sweden,3014,0.5909481363636363
2023-04-07,Sweden,2016,0.598920914186508
2023-04-08,Sweden,3799,0.6078733872071598
2023-04-09,Sweden,2127,0.5865651814762577
2023-04-10,Sweden,2114,0.5838198736991486
2023-04-11,Sweden,3764,0.5801234420828906
2023-04-12,Sweden,1903,0.5842691250656857
2023-04-13,Sweden,2433,0.5694608331278258
2023-04-14,Sweden,5173,0.5952626924415233
2023-04-15,Sweden,6157,0.5871521627415949
2023-04-16,Sweden,3285,0.5943671266362253
2023-04-17,Sweden,4406,0.5619578572401271
2023-04-18,Sweden,3660,0.5841846991803279
2023-04-19,Sweden,2172,0.5931049360036833
2023-04-20,Sweden,1563,0.5771958829174665
2023-04-21,Sweden,2908,0.5950192448418157
2023-04-24,Sweden,328,0.5958400609756098
2023-04-25,Sweden,526,0.5868173973384031
2023-04-26,Sweden,1663,0.5495243884546002
2023-04-27,Sweden,1190,0.56332453697479
2023-04-28,Sweden,924,0.5660195573593073
2023-04-29,Sweden,1198,0.5811577245409015
2023-04-30,Sweden,1223,0.6069170556009812
2023-05-02,Sweden,1552,0.5794076030927835
2023-05-03,Sweden,1932,0.592647602484472
2023-05-04,Sweden,2759,0.5930130264588619
2023-05-05,Sweden,1682,0.5917909185493461
2023-05-06,Sweden,3202,0.6079223922548408
2023-05-07,Sweden,4262,0.5762582031909902
2023-05-08,Sweden,2004,0.5917113498003993
2023-05-09,Sweden,973,0.6128167595066804
2023-05-10,Sweden,1978,0.5913339570273003
2023-05-11,Sweden,5,0.4676108
2023-05-12,Sweden,2086,0.6049357895493768
2023-05-13,Sweden,3219,0.6052249816713264
2023-05-14,Sweden,2374,0.5815584439764111
2023-05-15,Sweden,3286,0.5853080438222763
2023-05-16,Sweden,1550,0.5818323070967741
2023-05-17,Sweden,2042,0.5982319706170421
2023-05-18,Sweden,1959,0.5901634298111281
2023-05-19,Sweden,2086,0.595401686481304
2023-05-20,Sweden,2199,0.5854312851296043
2023-05-21,Sweden,131,0.6274776564885496
2023-05-22,Sweden,956,0.5801158953974895
2023-05-23,Sweden,1932,0.5778388405797101
2023-05-24,Sweden,1273,0.5807498688138256
2023-05-25,Sweden,771,0.5680228819714657
2023-05-26,Sweden,1126,0.6000059342806394
2023-05-27,Sweden,859,0.5756538032596042
2023-05-28,Sweden,1569,0.5844872275334607
2023-05-29,Sweden,734,0.5836163351498637
2023-05-30,Sweden,3063,0.5975093206007183
2023-05-31,Sweden,2084,0.5979575830134357
2023-06-01,Sweden,2085,0.5660621429256595
